geno,das,biomass
g025,30,309.3
g025,31,353.9
g025,32,370.6
g025,33,422.5
g025,34,484.2
g025,35,553
g025,36,634
g025,37,723.7
g025,38,822.5
g025,39,930.6
g025,40,1041.2
g025,41,1160
g025,42,1286.7
g025,43,1417.2
g025,44,1538.3
g025,45,1644.4
g025,46,1724.8
g025,47,1823.2
g025,48,1930.4
g025,49,2013.9
g025,50,2083.5
g025,51,2169.9
g025,52,2237.1
g025,53,2309.7
g025,54,2332.1
g025,55,2355.8
g025,56,2387.4
g025,57,2414.2
g025,58,2514.6
g025,59,2644.2
g025,60,2764.1
g025,61,2882.9
g025,62,3002.1
g025,63,3115.3
g025,64,3172.9
g025,65,3270.4
g025,66,3386.7
g025,67,3418.5
g025,68,3468.6
g025,69,3582.9
g025,70,3680.4
g025,71,3768.9
g025,72,3855
g025,73,3939
g025,74,4020.8
g025,75,4101.5
g025,76,4178.7
g025,77,4246.3
g025,78,4306.6
g025,79,4362.4
g025,80,4423.9
g025,81,4484
g025,82,4536.9
g025,83,4586
g025,84,4628.1
g025,85,4666.3
g025,86,4700.1
g025,87,4731
g025,88,4760.5
g025,89,4788.7
g025,90,4815
g025,91,4839
g025,92,4861.3
g025,93,4881.5
g025,94,4901.2
g025,95,4921.1
g025,96,4939.3
g025,97,4956.2
g025,98,4972
g025,99,4987.3
g025,100,5001.9
g025,101,5015.5
g025,102,5028.2
g025,103,5040.3
g025,104,5055.4
g025,105,5072
g025,106,5081
g025,107,5096.8
g025,108,5105.6
g025,109,5110.7
g025,110,5116.1
g025,111,5137.2
g025,112,5153.3
g025,113,5164.9
g025,114,5171.3
g025,115,5175.4
g025,116,5183.4
g025,117,5192.9
g025,118,5200.6
g025,119,5207.4
g025,120,5212.5
g025,121,5216.9
g025,122,5216.9
g025,123,5216.9
